client_id,datestamp,product,quantity,price
32,2023-04-01,Product_0,3,78.46
33,2023-07-30,Product_7,2,20.76
33,2023-07-30,Product_8,4,35.62
33,2023-07-30,Product_5,2,23.07
33,2023-07-30,Product_3,2,40.45
33,2023-07-30,Product_12,3,86.57
33,2023-07-30,Product_13,3,35.76
33,2023-07-30,Product_0,5,40.57
33,2023-07-30,Product_19,5,33.78
34,2023-01-15,Product_3,1,11.73
34,2023-01-15,Product_8,4,35.22
34,2023-01-15,Product_5,3,44.2
34,2023-01-15,Product_18,5,12.45
35,2023-10-23,Product_6,5,92.63
35,2023-10-23,Product_8,5,69.0
35,2023-10-23,Product_1,2,37.06
35,2023-10-23,Product_13,1,94.94
35,2023-10-23,Product_0,3,62.69
36,2023-12-06,Product_3,3,67.02
36,2023-12-06,Product_9,3,40.84
36,2023-12-06,Product_16,3,55.89
37,2023-04-09,Product_13,2,61.94
37,2023-04-09,Product_12,3,41.2
38,2023-01-01,Product_9,4,44.74
38,2023-01-01,Product_19,2,51.61
38,2023-01-01,Product_6,2,66.23
38,2023-01-01,Product_13,3,52.03
38,2023-01-01,Product_10,5,34.18
39,2023-05-01,Product_9,1,25.24
39,2023-05-01,Product_7,4,61.52
39,2023-05-01,Product_6,1,46.09
39,2023-05-01,Product_4,5,20.25
39,2023-05-01,Product_0,4,49.94
40,2023-05-05,Product_4,1,78.06
40,2023-05-05,Product_0,2,18.41
41,2023-12-23,Product_16,5,25.67
41,2023-12-23,Product_14,1,46.19
41,2023-12-23,Product_1,4,67.09
42,2023-10-14,Product_19,4,83.23
42,2023-10-14,Product_10,5,45.15
42,2023-10-14,Product_14,2,74.62
42,2023-10-14,Product_16,4,45.56
43,2023-05-07,Product_8,1,71.64
43,2023-05-07,Product_16,2,27.9
43,2023-05-07,Product_15,3,89.41
43,2023-05-07,Product_7,1,14.7
43,2023-05-07,Product_19,2,38.92
43,2023-05-07,Product_18,2,70.94
44,2023-02-02,Product_13,2,83.46
44,2023-02-02,Product_19,4,90.58
44,2023-02-02,Product_10,5,94.66
44,2023-02-02,Product_14,1,85.82
44,2023-02-02,Product_18,5,38.66
44,2023-02-02,Product_0,1,94.33
45,2023-06-02,Product_12,4,22.72
45,2023-06-02,Product_13,4,49.08
45,2023-06-02,Product_17,4,34.28
45,2023-06-02,Product_7,4,72.69
46,2023-08-28,Product_4,4,59.6
46,2023-08-28,Product_17,1,9.31
46,2023-08-28,Product_0,4,14.43
47,2023-08-25,Product_5,3,21.95
47,2023-08-25,Product_1,3,34.41
47,2023-08-25,Product_8,4,28.55
47,2023-08-25,Product_12,4,25.97
48,2023-02-11,Product_15,3,23.2
48,2023-02-11,Product_0,1,78.34
48,2023-02-11,Product_17,1,75.67
48,2023-02-11,Product_1,2,20.74
49,2023-01-11,Product_19,2,13.5
49,2023-01-11,Product_4,1,56.83
50,2023-04-22,Product_14,2,96.51
50,2023-04-22,Product_8,1,58.29
50,2023-04-22,Product_11,3,58.0
50,2023-04-22,Product_5,4,40.27
50,2023-04-22,Product_3,2,8.52
50,2023-04-22,Product_12,2,11.09
50,2023-04-22,Product_13,3,85.18
51,2023-11-04,Product_3,1,35.37
51,2023-11-04,Product_18,4,66.49
52,2023-02-05,Product_16,4,96.12
52,2023-02-05,Product_10,4,71.02
52,2023-02-05,Product_0,4,18.44
52,2023-02-05,Product_13,5,96.58
52,2023-02-05,Product_15,3,61.98
52,2023-02-05,Product_1,5,77.69
53,2023-08-27,Product_13,1,28.61
53,2023-08-27,Product_18,4,25.14
53,2023-08-27,Product_8,4,57.42
53,2023-08-27,Product_10,4,34.3
53,2023-08-27,Product_7,4,85.24
54,2023-04-04,Product_15,3,28.69
54,2023-04-04,Product_6,5,70.42
54,2023-04-04,Product_11,3,56.02
54,2023-04-04,Product_8,5,94.86
55,2023-02-13,Product_7,5,76.06
55,2023-02-13,Product_13,4,64.94
55,2023-02-13,Product_15,4,45.37
56,2023-01-09,Product_2,2,31.31
56,2023-01-09,Product_9,5,37.53
56,2023-01-09,Product_7,5,53.56
56,2023-01-09,Product_12,4,99.67
57,2023-10-09,Product_10,3,31.36
57,2023-10-09,Product_11,2,12.94
57,2023-10-09,Product_14,2,32.24
58,2023-10-02,Product_5,5,60.08
58,2023-10-02,Product_6,1,83.43
58,2023-10-02,Product_18,3,23.52
58,2023-10-02,Product_15,2,30.92
58,2023-10-02,Product_8,5,13.53
58,2023-10-02,Product_11,1,97.46
58,2023-10-02,Product_9,5,29.92
59,2023-03-06,Product_15,5,29.15
59,2023-03-06,Product_3,4,44.61
59,2023-03-06,Product_0,2,96.58
60,2023-05-10,Product_15,1,16.02
60,2023-05-10,Product_3,5,94.96
60,2023-05-10,Product_2,1,99.4
60,2023-05-10,Product_12,1,56.25
60,2023-05-10,Product_19,4,61.03
60,2023-05-10,Product_1,5,23.34
60,2023-05-10,Product_9,5,38.66
61,2023-08-15,Product_9,5,62.48
61,2023-08-15,Product_18,5,96.05
61,2023-08-15,Product_13,1,94.81
61,2023-08-15,Product_19,2,62.93
62,2023-05-16,Product_2,2,24.75
63,2023-10-10,Product_2,5,47.52
63,2023-10-10,Product_5,1,23.92
63,2023-10-10,Product_0,3,70.6
63,2023-10-10,Product_13,4,8.05
63,2023-10-10,Product_14,2,92.47
63,2023-10-10,Product_11,5,66.46
64,2023-04-12,Product_13,1,54.91
65,2023-11-28,Product_4,3,59.91
65,2023-11-28,Product_8,5,92.2
65,2023-11-28,Product_19,4,13.31
65,2023-11-28,Product_2,3,70.27
65,2023-11-28,Product_1,3,50.55
65,2023-11-28,Product_16,4,44.34
65,2023-11-28,Product_12,5,4.95
66,2023-08-10,Product_10,1,23.66
66,2023-08-10,Product_8,5,59.13
66,2023-08-10,Product_0,1,99.96
67,2023-12-11,Product_8,5,65.5
67,2023-12-11,Product_18,3,18.97
67,2023-12-11,Product_1,5,44.15
67,2023-12-11,Product_5,4,96.94
67,2023-12-11,Product_15,4,35.45
68,2023-06-20,Product_10,4,69.67
68,2023-06-20,Product_3,3,66.6
68,2023-06-20,Product_5,4,81.54
68,2023-06-20,Product_19,5,4.63
69,2023-02-15,Product_10,5,82.67
69,2023-02-15,Product_8,1,66.11
69,2023-02-15,Product_19,5,46.74
69,2023-02-15,Product_3,1,19.57
69,2023-02-15,Product_12,3,62.64
69,2023-02-15,Product_13,4,62.92
70,2023-01-27,Product_6,1,97.34
70,2023-01-27,Product_8,5,80.13
70,2023-01-27,Product_17,2,31.76
70,2023-01-27,Product_4,1,55.67
70,2023-01-27,Product_9,1,23.25
70,2023-01-27,Product_7,1,46.68
70,2023-01-27,Product_11,1,65.12
70,2023-01-27,Product_14,2,50.34
70,2023-01-27,Product_1,3,51.38
71,2023-05-20,Product_13,5,15.32
71,2023-05-20,Product_15,2,92.26
71,2023-05-20,Product_18,5,74.88
71,2023-05-20,Product_7,2,86.54
71,2023-05-20,Product_14,3,77.49
72,2023-08-01,Product_10,3,82.23
72,2023-08-01,Product_16,3,72.88
73,2023-10-28,Product_18,5,48.95
73,2023-10-28,Product_15,3,55.64
73,2023-10-28,Product_4,5,38.34
73,2023-10-28,Product_14,3,87.09
74,2023-12-24,Product_7,5,38.91
75,2023-07-30,Product_1,3,74.73
76,2023-12-28,Product_12,4,96.52
76,2023-12-28,Product_19,2,50.73
76,2023-12-28,Product_4,5,33.87
77,2023-02-21,Product_14,2,41.59
77,2023-02-21,Product_3,2,8.41
77,2023-02-21,Product_16,3,34.52
77,2023-02-21,Product_19,4,65.33
77,2023-02-21,Product_0,3,85.38
78,2023-10-01,Product_12,4,87.37
78,2023-10-01,Product_10,1,62.13
79,2023-05-01,Product_9,1,44.92
79,2023-05-01,Product_7,3,90.44
79,2023-05-01,Product_2,1,33.11
79,2023-05-01,Product_13,1,30.04
79,2023-05-01,Product_3,3,43.64
79,2023-05-01,Product_12,2,53.59
80,2023-10-17,Product_5,5,87.21
80,2023-10-17,Product_19,5,68.63
80,2023-10-17,Product_18,4,91.37
80,2023-10-17,Product_2,2,23.99
81,2023-11-23,Product_8,4,26.28
82,2023-01-05,Product_14,4,94.58
82,2023-01-05,Product_9,5,30.62
82,2023-01-05,Product_17,4,69.34
82,2023-01-05,Product_5,4,84.69
82,2023-01-05,Product_2,2,99.94
83,2023-09-05,Product_3,4,57.62
83,2023-09-05,Product_7,5,30.29
84,2023-12-25,Product_9,1,91.15
84,2023-12-25,Product_0,4,83.45
84,2023-12-25,Product_12,3,77.8
84,2023-12-25,Product_8,2,61.1
84,2023-12-25,Product_18,3,22.68
84,2023-12-25,Product_19,2,62.47
84,2023-12-25,Product_13,2,63.2
85,2023-11-18,Product_1,5,37.12
85,2023-11-18,Product_9,2,9.92
85,2023-11-18,Product_14,3,33.35
85,2023-11-18,Product_19,4,18.39
86,2023-03-09,Product_17,5,50.68
86,2023-03-09,Product_11,3,83.22
87,2023-05-12,Product_15,3,80.62
87,2023-05-12,Product_9,4,96.33
88,2023-03-14,Product_7,4,96.76
89,2023-10-13,Product_11,3,54.12
89,2023-10-13,Product_2,4,37.49
89,2023-10-13,Product_12,3,58.87
89,2023-10-13,Product_0,3,11.73
90,2023-04-30,Product_15,3,91.61
90,2023-04-30,Product_0,2,65.12
90,2023-04-30,Product_17,4,91.03
91,2023-06-04,Product_13,3,99.6
91,2023-06-04,Product_3,1,10.62
91,2023-06-04,Product_4,5,14.43
91,2023-06-04,Product_1,4,37.73
91,2023-06-04,Product_16,5,42.49
92,2023-03-21,Product_13,3,22.51
92,2023-03-21,Product_3,4,95.1
92,2023-03-21,Product_15,3,10.84
92,2023-03-21,Product_19,3,54.9
92,2023-03-21,Product_8,3,6.99
92,2023-03-21,Product_0,3,19.79
93,2023-03-04,Product_14,2,64.53
93,2023-03-04,Product_2,5,97.14
94,2023-01-26,Product_10,2,98.89
95,2023-10-17,Product_6,2,33.53
95,2023-10-17,Product_2,2,79.08
95,2023-10-17,Product_17,5,1.28
95,2023-10-17,Product_19,2,98.77
95,2023-10-17,Product_16,5,25.81
95,2023-10-17,Product_13,2,11.88
96,2023-01-14,Product_4,2,27.27
96,2023-01-14,Product_0,2,74.43
96,2023-01-14,Product_11,5,12.25
96,2023-01-14,Product_7,1,48.15
96,2023-01-14,Product_10,3,51.81
96,2023-01-14,Product_18,1,45.75
97,2023-04-24,Product_19,5,30.86
97,2023-04-24,Product_1,1,7.02
98,2023-09-03,Product_12,4,68.92
99,2023-09-09,Product_14,3,61.22
99,2023-09-09,Product_2,1,13.49
99,2023-09-09,Product_18,5,63.67
100,2023-10-08,Product_10,3,45.92
100,2023-10-08,Product_12,5,43.59
100,2023-10-08,Product_16,1,85.43
101,2023-11-30,Product_17,4,88.92
101,2023-11-30,Product_6,4,34.55
101,2023-11-30,Product_13,4,40.47
102,2023-02-18,Product_10,4,7.65
102,2023-02-18,Product_13,1,10.23
102,2023-02-18,Product_19,1,74.71
102,2023-02-18,Product_8,3,81.37
102,2023-02-18,Product_11,5,6.94
102,2023-02-18,Product_2,5,56.61
102,2023-02-18,Product_17,1,41.67
103,2023-12-07,Product_13,5,22.06
103,2023-12-07,Product_1,4,23.2
103,2023-12-07,Product_9,1,35.66
103,2023-12-07,Product_17,5,37.39
103,2023-12-07,Product_11,3,57.84
103,2023-12-07,Product_18,4,84.67
103,2023-12-07,Product_16,5,61.74
104,2023-11-26,Product_17,3,92.23
104,2023-11-26,Product_0,3,1.6
104,2023-11-26,Product_8,2,57.07
104,2023-11-26,Product_18,4,7.89
104,2023-11-26,Product_5,1,10.08
104,2023-11-26,Product_4,5,22.3
105,2023-08-03,Product_14,3,77.91
105,2023-08-03,Product_10,5,60.03
105,2023-08-03,Product_5,1,16.4
105,2023-08-03,Product_11,5,5.93
105,2023-08-03,Product_9,1,27.94
105,2023-08-03,Product_16,4,49.08
106,2023-08-15,Product_13,3,22.34
107,2023-09-20,Product_3,1,29.04
107,2023-09-20,Product_11,5,49.18
107,2023-09-20,Product_13,3,5.5
108,2023-07-22,Product_19,2,76.65
108,2023-07-22,Product_1,3,33.48
108,2023-07-22,Product_0,1,50.24
108,2023-07-22,Product_6,4,18.39
108,2023-07-22,Product_9,4,53.73
108,2023-07-22,Product_3,2,50.53
109,2023-12-09,Product_11,4,92.2
109,2023-12-09,Product_2,3,58.0
109,2023-12-09,Product_12,5,41.04
109,2023-12-09,Product_1,4,29.66
109,2023-12-09,Product_13,4,3.06
109,2023-12-09,Product_0,3,18.02
110,2023-11-13,Product_14,1,44.23
110,2023-11-13,Product_11,1,25.09
111,2023-10-29,Product_12,3,22.94
111,2023-10-29,Product_16,2,8.56
111,2023-10-29,Product_2,1,53.53
111,2023-10-29,Product_19,2,90.69
111,2023-10-29,Product_9,3,35.76
112,2023-11-27,Product_4,3,20.53
112,2023-11-27,Product_7,5,16.13
112,2023-11-27,Product_3,1,18.54
112,2023-11-27,Product_19,4,46.93
113,2023-10-16,Product_18,3,15.94
113,2023-10-16,Product_14,1,47.42
113,2023-10-16,Product_10,3,79.84
114,2023-10-30,Product_1,1,31.73
114,2023-10-30,Product_11,4,4.72
114,2023-10-30,Product_16,3,83.34
115,2023-02-09,Product_2,4,58.45
115,2023-02-09,Product_16,1,45.52
115,2023-02-09,Product_12,5,65.53
116,2023-06-14,Product_19,3,98.26
116,2023-06-14,Product_15,1,50.95
116,2023-06-14,Product_16,2,4.88
116,2023-06-14,Product_4,4,99.11
116,2023-06-14,Product_1,5,52.75
116,2023-06-14,Product_7,2,37.03
116,2023-06-14,Product_18,3,39.35
117,2023-06-23,Product_19,1,56.24
117,2023-06-23,Product_1,4,29.13
117,2023-06-23,Product_10,5,87.45
117,2023-06-23,Product_2,3,9.07
117,2023-06-23,Product_17,2,91.76
118,2023-06-08,Product_12,5,71.17
118,2023-06-08,Product_4,1,31.65
119,2023-07-12,Product_10,5,10.25
119,2023-07-12,Product_4,4,51.34
120,2023-01-10,Product_11,2,95.17
120,2023-01-10,Product_9,3,94.82
121,2023-09-06,Product_6,1,51.26
121,2023-09-06,Product_7,5,83.68
121,2023-09-06,Product_4,5,4.74
121,2023-09-06,Product_17,3,87.76
121,2023-09-06,Product_2,5,13.97
121,2023-09-06,Product_16,4,16.27
122,2023-04-03,Product_19,4,37.07
122,2023-04-03,Product_5,2,96.99
122,2023-04-03,Product_14,5,29.21
122,2023-04-03,Product_1,4,24.17
123,2023-05-03,Product_9,2,37.42
123,2023-05-03,Product_15,5,98.46
124,2023-08-25,Product_9,4,96.66
124,2023-08-25,Product_12,2,80.32
124,2023-08-25,Product_16,2,87.43
124,2023-08-25,Product_17,1,64.48
125,2023-07-10,Product_17,2,28.01
125,2023-07-10,Product_3,5,15.59
125,2023-07-10,Product_16,4,10.08
125,2023-07-10,Product_18,2,81.85
125,2023-07-10,Product_9,3,93.12
125,2023-07-10,Product_1,4,6.27
125,2023-07-10,Product_12,5,38.02
126,2023-07-17,Product_2,1,32.55
126,2023-07-17,Product_11,1,84.08
126,2023-07-17,Product_7,3,79.35
127,2023-03-12,Product_1,5,1.52
127,2023-03-12,Product_9,1,2.88
127,2023-03-12,Product_15,2,83.66
127,2023-03-12,Product_4,5,94.08
127,2023-03-12,Product_17,5,53.25
127,2023-03-12,Product_7,1,77.84
128,2023-05-02,Product_9,2,42.56
128,2023-05-02,Product_3,5,46.25
128,2023-05-02,Product_1,1,83.83
129,2023-09-13,Product_19,1,63.56
129,2023-09-13,Product_17,5,24.95
130,2023-03-15,Product_9,1,52.82
130,2023-03-15,Product_13,3,7.7
130,2023-03-15,Product_0,5,54.86
130,2023-03-15,Product_11,5,55.86
130,2023-03-15,Product_7,4,87.46
130,2023-03-15,Product_19,1,63.93
130,2023-03-15,Product_6,3,26.11
130,2023-03-15,Product_2,1,36.35
131,2023-02-04,Product_11,2,83.21
131,2023-02-04,Product_7,4,98.1
131,2023-02-04,Product_3,4,63.54
131,2023-02-04,Product_10,2,7.25
131,2023-02-04,Product_4,4,4.66
131,2023-02-04,Product_0,2,5.34
131,2023-02-04,Product_5,2,88.69
131,2023-02-04,Product_8,3,93.4
131,2023-02-04,Product_13,5,40.42
132,2023-10-06,Product_15,3,4.63
133,2023-11-28,Product_6,3,28.05
133,2023-11-28,Product_9,3,44.26
133,2023-11-28,Product_11,4,74.59
133,2023-11-28,Product_1,4,34.56
134,2023-04-06,Product_15,4,8.81
134,2023-04-06,Product_19,5,99.51
134,2023-04-06,Product_11,2,55.0
134,2023-04-06,Product_16,3,11.16
134,2023-04-06,Product_8,3,66.43
134,2023-04-06,Product_12,3,45.15
134,2023-04-06,Product_1,4,17.5
135,2023-08-16,Product_11,1,72.95
135,2023-08-16,Product_14,3,61.87
136,2023-08-11,Product_8,1,15.14
136,2023-08-11,Product_1,5,68.13
136,2023-08-11,Product_2,4,4.45
136,2023-08-11,Product_12,1,24.36
136,2023-08-11,Product_11,3,36.85
136,2023-08-11,Product_19,5,4.21
136,2023-08-11,Product_16,2,68.23
136,2023-08-11,Product_15,3,37.83
136,2023-08-11,Product_10,1,57.82
136,2023-08-11,Product_17,5,37.33
137,2023-06-10,Product_8,2,50.41
137,2023-06-10,Product_7,4,91.44
137,2023-06-10,Product_3,1,26.92
137,2023-06-10,Product_0,3,70.7
138,2023-04-20,Product_19,1,14.44
138,2023-04-20,Product_9,1,45.75
138,2023-04-20,Product_15,4,99.73
138,2023-04-20,Product_6,3,67.12
139,2023-12-30,Product_2,2,79.58
139,2023-12-30,Product_17,5,23.2
139,2023-12-30,Product_18,2,79.41
139,2023-12-30,Product_9,2,79.25
139,2023-12-30,Product_16,1,36.73
139,2023-12-30,Product_13,5,37.52
139,2023-12-30,Product_19,5,13.85
140,2023-02-14,Product_2,4,53.04
140,2023-02-14,Product_9,4,82.51
140,2023-02-14,Product_12,1,13.41
141,2023-06-12,Product_2,4,47.12
142,2023-09-22,Product_11,4,50.78
142,2023-09-22,Product_4,1,83.31
142,2023-09-22,Product_17,5,16.15
142,2023-09-22,Product_5,2,17.03
142,2023-09-22,Product_18,2,35.26
143,2023-09-23,Product_9,1,25.81
144,2023-11-22,Product_17,5,53.81
144,2023-11-22,Product_8,5,64.46
144,2023-11-22,Product_4,5,94.22
144,2023-11-22,Product_9,2,17.95
145,2023-11-16,Product_19,5,27.2
145,2023-11-16,Product_10,2,76.93
145,2023-11-16,Product_1,4,62.19
145,2023-11-16,Product_0,1,50.31
145,2023-11-16,Product_2,5,29.68
145,2023-11-16,Product_16,3,48.81
146,2023-12-17,Product_12,4,42.15
146,2023-12-17,Product_9,4,21.2
146,2023-12-17,Product_14,5,15.22
146,2023-12-17,Product_2,3,73.69
146,2023-12-17,Product_1,3,97.56
146,2023-12-17,Product_16,2,76.31
147,2023-09-21,Product_17,1,27.48
147,2023-09-21,Product_3,2,14.95
147,2023-09-21,Product_10,1,29.73
147,2023-09-21,Product_7,4,86.55
147,2023-09-21,Product_14,4,25.58
148,2023-03-23,Product_10,3,19.79
148,2023-03-23,Product_18,2,50.33
149,2023-09-21,Product_14,3,50.24
149,2023-09-21,Product_15,1,94.58
150,2023-09-16,Product_14,2,58.75
150,2023-09-16,Product_7,1,6.0
151,2023-09-11,Product_19,5,1.81
151,2023-09-11,Product_15,1,43.66
151,2023-09-11,Product_9,3,73.02
152,2023-07-26,Product_11,5,56.62
152,2023-07-26,Product_1,3,55.77
152,2023-07-26,Product_12,1,39.25
152,2023-07-26,Product_18,4,76.68
153,2023-05-24,Product_19,2,97.53
153,2023-05-24,Product_3,4,37.95
154,2023-06-23,Product_17,2,20.71
154,2023-06-23,Product_11,5,40.74
155,2023-01-21,Product_1,2,71.65
155,2023-01-21,Product_19,4,52.41
156,2023-03-18,Product_19,3,93.21
156,2023-03-18,Product_16,3,17.09
156,2023-03-18,Product_4,5,74.19
157,2023-06-03,Product_18,5,49.49
157,2023-06-03,Product_10,5,30.68
157,2023-06-03,Product_16,1,37.47
157,2023-06-03,Product_17,1,98.01
158,2023-10-26,Product_9,3,96.74
158,2023-10-26,Product_0,5,58.19
158,2023-10-26,Product_15,1,58.77
159,2023-03-29,Product_16,2,4.13
159,2023-03-29,Product_12,1,19.89
159,2023-03-29,Product_4,4,32.06
160,2023-03-19,Product_13,5,92.13
160,2023-03-19,Product_6,1,70.87
160,2023-03-19,Product_19,5,21.53
160,2023-03-19,Product_16,3,99.81
161,2023-09-02,Product_16,2,46.51
161,2023-09-02,Product_12,5,34.89
161,2023-09-02,Product_10,3,67.91
162,2023-12-15,Product_8,5,30.55
162,2023-12-15,Product_15,3,77.35
162,2023-12-15,Product_6,2,69.33
162,2023-12-15,Product_7,4,32.39
162,2023-12-15,Product_19,3,56.49
163,2023-05-21,Product_9,3,95.51
163,2023-05-21,Product_3,2,29.75
163,2023-05-21,Product_17,3,95.58
163,2023-05-21,Product_12,1,35.29
163,2023-05-21,Product_16,4,65.94
164,2023-09-03,Product_6,5,27.84
164,2023-09-03,Product_19,5,69.92
165,2023-03-12,Product_3,2,6.03
165,2023-03-12,Product_18,5,23.34
165,2023-03-12,Product_7,2,6.2
166,2023-07-31,Product_10,1,68.44
166,2023-07-31,Product_15,2,1.51
167,2023-10-09,Product_5,4,65.4
167,2023-10-09,Product_13,3,32.8
167,2023-10-09,Product_15,1,90.89
168,2023-02-15,Product_18,2,42.37
168,2023-02-15,Product_7,2,93.46
168,2023-02-15,Product_17,1,99.72
168,2023-02-15,Product_1,4,79.01
169,2023-04-06,Product_9,3,57.23
169,2023-04-06,Product_1,1,92.92
169,2023-04-06,Product_0,3,29.17
170,2023-11-25,Product_17,3,20.09
170,2023-11-25,Product_16,1,33.74
170,2023-11-25,Product_15,4,65.18
170,2023-11-25,Product_4,2,2.39
170,2023-11-25,Product_14,3,79.29
171,2023-10-18,Product_6,5,33.46
171,2023-10-18,Product_5,4,67.26
171,2023-10-18,Product_12,2,98.19
171,2023-10-18,Product_13,4,33.04
172,2023-05-08,Product_0,3,95.45
172,2023-05-08,Product_8,3,58.66
172,2023-05-08,Product_12,5,2.13
172,2023-05-08,Product_7,3,69.58
172,2023-05-08,Product_14,1,67.11
173,2023-08-27,Product_9,4,68.92
173,2023-08-27,Product_5,3,69.34
174,2023-11-24,Product_9,5,22.86
174,2023-11-24,Product_11,2,48.34
175,2023-08-21,Product_19,4,70.49
175,2023-08-21,Product_11,4,75.98
176,2023-12-07,Product_6,5,45.23
176,2023-12-07,Product_7,3,8.73
176,2023-12-07,Product_2,5,12.11
177,2023-10-08,Product_16,2,17.29
177,2023-10-08,Product_6,5,44.74
177,2023-10-08,Product_17,2,71.97
178,2023-09-08,Product_2,5,42.13
178,2023-09-08,Product_16,5,6.72
178,2023-09-08,Product_14,4,67.6
178,2023-09-08,Product_1,3,72.6
178,2023-09-08,Product_17,4,26.19
178,2023-09-08,Product_19,1,74.83
179,2023-10-24,Product_2,1,93.52
179,2023-10-24,Product_1,1,98.63
179,2023-10-24,Product_13,4,4.14
179,2023-10-24,Product_11,4,18.82
179,2023-10-24,Product_19,2,76.82
179,2023-10-24,Product_8,4,38.07
180,2023-07-15,Product_14,1,68.59
180,2023-07-15,Product_12,5,14.17
180,2023-07-15,Product_18,3,12.74
181,2023-10-03,Product_12,2,83.65
181,2023-10-03,Product_16,1,97.87
181,2023-10-03,Product_4,4,67.68
182,2023-10-06,Product_13,2,46.6
182,2023-10-06,Product_17,2,28.29
182,2023-10-06,Product_12,1,4.19
